,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring,Scoring,Unnamed: 29_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Off. Snaps,Off. Snaps,Def. Snaps,Def. Snaps,ST Snaps,ST Snaps,Unnamed: 47_level_0,qb,qb_tag
167,159,2015,2015-12-27,15,16,32.242,CHI,@,TAM,W 26-21,*,20,27,74.07,156,1,0,100.2,1,3,5.78,6.52,2,21,10.50,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,71,100%,0,0%,0,0%,,Jay Cutler,CutlJa00
168,160,2015,2016-01-03,16,17,32.249,CHI,,DET,L 20-24,*,17,23,73.91,245,2,3,97.5,4,11,10.65,6.52,1,11,11.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,52,100%,0,0%,0,0%,,Jay Cutler,CutlJa00
169,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,2PM,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status,Jay Cutler,CutlJa00
170,161,2016,2016-09-11,1,1,33.135,CHI,@,HOU,L 14-23,*,16,29,55.17,216,1,1,76.2,5,31,7.45,6.59,2,12,6.00,0,,0,0,0.0,0,0,0,0,0,2,0,0,2,0,0,56,100%,0,0%,0,0%,,Jay Cutler,CutlJa00
171,162,2016,2016-09-19,2,2,33.143,CHI,,PHI,L 14-29,*,12,17,70.59,157,0,1,74.9,3,15,9.24,6.59,0,0,,0,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,38,73%,0,0%,0,0%,,Jay Cutler,CutlJa00
172,163,2016,2016-09-25,3,3,,CHI,@,DAL,L 17-31,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Jay Cutler,CutlJa00
173,164,2016,2016-10-02,4,4,,CHI,,DET,W 17-14,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Jay Cutler,CutlJa00
174,165,2016,2016-10-09,5,5,,CHI,@,IND,L 23-29,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Jay Cutler,CutlJa00
175,166,2016,2016-10-16,6,6,,CHI,,JAX,L 16-17,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Jay Cutler,CutlJa00
176,167,2016,2016-10-20,7,7,,CHI,@,GNB,L 10-26,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Jay Cutler,CutlJa00
177,168,2016,2016-10-31,8,8,33.185,CHI,,MIN,W 20-10,*,20,31,64.52,252,1,0,100.5,1,7,8.13,8.77,1,2,2.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,61,100%,0,0%,0,0%,,Jay Cutler,CutlJa00
178,169,2016,2016-11-13,9,10,33.198,CHI,@,TAM,L 10-36,*,16,30,53.33,182,1,2,55.1,4,21,6.07,3.73,1,7,7.00,0,,0,0,0.0,0,0,0,,,2,1,0,0,0,0,56,100%,0,0%,0,0%,,Jay Cutler,CutlJa00
179,170,2016,2016-11-20,10,11,33.205,CHI,@,NYG,L 16-22,*,17,30,56.67,252,1,1,81.5,4,30,8.40,7.57,1,3,3.00,0,,0,0,0.0,0,0,0,,,1,0,0,0,0,0,63,100%,0,0%,0,0%,,Jay Cutler,CutlJa00
180,171,2016,2016-11-27,11,12,,CHI,,TEN,L 21-27,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Jay Cutler,CutlJa00
181,172,2016,2016-12-04,12,13,,CHI,,SFO,W 26-6,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Jay Cutler,CutlJa00
182,173,2016,2016-12-11,13,14,,CHI,@,DET,L 17-20,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Jay Cutler,CutlJa00
183,174,2016,2016-12-18,14,15,,CHI,,GNB,L 27-30,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Jay Cutler,CutlJa00
184,175,2016,2016-12-24,15,16,,CHI,,WAS,L 21-41,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Jay Cutler,CutlJa00
185,176,2016,2017-01-01,16,17,,CHI,@,MIN,L 10-38,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Jay Cutler,CutlJa00
186,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,2PM,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status,Jay Cutler,CutlJa00
187,177,2017,2017-09-17,1,2,34.141,MIA,@,LAC,W 19-17,*,24,33,72.73,230,1,0,101.8,2,5,6.97,7.58,2,-1,-0.50,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,68,100%,0,0%,0,0%,,Jay Cutler,CutlJa00
188,178,2017,2017-09-24,2,3,34.148,MIA,@,NYJ,L 6-20,*,26,44,59.09,220,1,1,70.3,3,25,5.00,4.43,1,9,9.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,63,100%,0,0%,0,0%,,Jay Cutler,CutlJa00
189,179,2017,2017-10-01,3,4,34.155,MIA,,NOR,L 0-20,*,20,28,71.43,164,0,1,71.1,4,36,5.86,4.25,1,5,5.00,0,,0,0,0.0,0,0,0,,,1,0,0,0,0,0,52,100%,0,0%,0,0%,,Jay Cutler,CutlJa00
190,180,2017,2017-10-08,4,5,34.162,MIA,,TEN,W 16-10,*,12,26,46.15,92,1,1,52.1,1,14,3.54,2.58,2,8,4.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,58,98%,0,0%,0,0%,,Jay Cutler,CutlJa00
191,181,2017,2017-10-15,5,6,34.169,MIA,@,ATL,W 20-17,*,19,33,57.58,151,2,1,76.7,0,0,4.58,4.42,1,-1,-1.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,67,100%,0,0%,0,0%,,Jay Cutler,CutlJa00
192,182,2017,2017-10-22,6,7,34.176,MIA,,NYJ,W 31-28,*,12,16,75.00,138,2,1,114.1,2,13,8.63,8.31,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,37,51%,0,0%,0,0%,,Jay Cutler,CutlJa00
193,183,2017,2017-10-26,7,8,,MIA,@,BAL,L 0-40,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Jay Cutler,CutlJa00
194,184,2017,2017-11-05,8,9,34.190,MIA,,OAK,L 24-27,*,34,42,80.95,311,3,0,121.3,1,2,7.40,8.83,1,0,0.00,0,,0,0,0.0,0,0,0,,,0,0,0,1,0,0,67,100%,0,0%,0,0%,,Jay Cutler,CutlJa00
195,185,2017,2017-11-13,9,10,34.198,MIA,@,CAR,L 21-45,*,22,37,59.46,213,2,1,82.4,0,0,5.76,5.62,1,-1,-1.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,56,100%,0,0%,0,0%,,Jay Cutler,CutlJa00
196,186,2017,2017-11-19,10,11,34.204,MIA,,TAM,L 20-30,*,6,12,50.00,83,1,3,60.8,0,0,6.92,-2.67,1,1,1.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,24,38%,0,0%,0,0%,,Jay Cutler,CutlJa00
197,187,2017,2017-11-26,11,12,,MIA,@,NWE,L 17-35,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Jay Cutler,CutlJa00
198,188,2017,2017-12-03,12,13,34.218,MIA,,DEN,W 35-9,*,18,31,58.06,235,2,2,76.7,2,13,7.58,5.97,1,1,1.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,64,96%,0,0%,0,0%,,Jay Cutler,CutlJa00
199,189,2017,2017-12-11,13,14,34.226,MIA,,NWE,W 27-20,*,25,38,65.79,263,3,0,112.1,2,21,6.92,8.50,4,4,1.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,73,100%,0,0%,0,0%,,Jay Cutler,CutlJa00
200,190,2017,2017-12-17,14,15,34.232,MIA,@,BUF,L 16-24,*,28,49,57.14,274,0,3,47.5,3,25,5.59,2.84,2,8,4.00,0,,0,0,0.0,0,0,0,,,4,0,0,4,0,0,74,100%,0,0%,0,0%,,Jay Cutler,CutlJa00
201,191,2017,2017-12-24,15,16,34.239,MIA,@,KAN,L 13-29,*,19,38,50.00,286,1,0,83.9,0,0,7.53,8.05,2,-1,-0.50,0,,0,0,0.0,0,0,0,,,1,0,0,1,-5,0,56,100%,0,0%,0,0%,,Jay Cutler,CutlJa00
202,192,2017,2017-12-31,16,17,34.246,MIA,,BUF,L 16-22,*,1,2,50.00,6,0,0,56.2,0,0,3.00,3.00,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,3,4%,0,0%,0,0%,,Jay Cutler,CutlJa00
203,,,153 Games,,,,,,,74-79-0,,3048,4920,61.95,35133,227,160,85.3,322,2035,7.14,6.60,386,1682,4.36,9,1,9,56,0.0,1,0,1,0,0,95,38,0,32,-125,0,,,,,,,,Jay Cutler,CutlJa00
