,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Scoring,Unnamed: 36_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Off. Snaps,Off. Snaps,Def. Snaps,Def. Snaps,ST Snaps,ST Snaps,Unnamed: 54_level_0,qb,qb_tag
125,119,2019,2019-10-20,7,7,31.062,MIN,@,DET,W 42-30,*,24,34,70.59,338,4,0,141.5,0,0,9.94,12.29,4,-3,-0.75,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,73,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
126,120,2019,2019-10-24,8,8,31.066,MIN,,WAS,W 19-9,*,23,26,88.46,285,0,0,112.3,3,12,10.96,10.96,2,2,1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,72,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
127,121,2019,2019-11-03,9,9,31.076,MIN,@,KAN,L 23-26,*,19,38,50.00,220,3,0,94.2,1,8,5.79,7.37,1,5,5.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,70,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
128,122,2019,2019-11-10,10,10,31.083,MIN,@,DAL,W 28-24,*,23,32,71.88,220,2,0,111.5,1,9,6.88,8.13,1,5,5.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,72,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
129,123,2019,2019-11-17,11,11,31.090,MIN,,DEN,W 27-23,*,29,35,82.86,319,3,0,133.2,5,35,9.11,10.83,2,1,0.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,62,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
130,124,2019,2019-12-02,12,13,31.105,MIN,@,SEA,L 30-37,*,22,38,57.89,276,2,1,87.2,0,0,7.26,7.13,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,54,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
131,125,2019,2019-12-08,13,14,31.111,MIN,,DET,W 20-7,*,24,30,80.00,242,1,0,111.4,1,8,8.07,8.73,1,-1,-1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,72,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
132,126,2019,2019-12-15,14,15,31.118,MIN,@,LAC,W 39-10,*,19,25,76.00,207,1,1,96.6,0,0,8.28,7.28,3,14,4.67,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,2,0,0,2,-3,0,62,95%,0,0%,0,0%,,Kirk Cousins,CousKi00
133,127,2019,2019-12-23,15,16,31.126,MIN,,GNB,L 10-23,*,16,31,51.61,122,1,1,58.8,5,40,3.94,3.13,0,0,,0,1,0,0,,0,0.0%,0.00,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,54,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
134,128,2019,2019-12-29,16,17,,MIN,,CHI,L 19-21,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Kirk Cousins,CousKi00
135,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,2PM,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status,Kirk Cousins,CousKi00
136,129,2020,2020-09-13,1,1,32.025,MIN,,GNB,L 34-43,*,19,25,76.00,259,2,1,118.6,2,11,10.36,10.16,4,34,8.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,52,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
137,130,2020,2020-09-20,2,2,32.032,MIN,@,IND,L 11-28,*,11,26,42.31,113,0,3,15.9,3,18,4.35,-0.85,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,54,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
138,131,2020,2020-09-27,3,3,32.039,MIN,,TEN,L 30-31,*,16,27,59.26,251,3,2,96.4,2,13,9.30,8.19,2,14,7.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,65,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
139,132,2020,2020-10-04,4,4,32.046,MIN,@,HOU,W 31-23,*,16,22,72.73,260,1,0,127.1,3,12,11.82,12.73,4,5,1.25,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,66,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
140,133,2020,2020-10-11,5,5,32.053,MIN,@,SEA,L 26-27,*,27,39,69.23,249,2,1,92.8,3,1,6.38,6.26,1,2,2.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,2,1,0,0,0,0,87,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
141,134,2020,2020-10-18,6,6,32.060,MIN,,ATL,L 23-40,*,24,36,66.67,343,3,3,90.4,1,10,9.53,7.44,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,56,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
142,135,2020,2020-11-01,7,8,32.074,MIN,@,GNB,W 28-22,*,11,14,78.57,160,1,0,138.1,1,9,11.43,12.86,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,52,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
143,136,2020,2020-11-08,8,9,32.081,MIN,,DET,W 34-20,*,13,20,65.00,220,3,0,141.7,1,8,11.00,14.00,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,58,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
144,137,2020,2020-11-16,9,10,32.089,MIN,@,CHI,W 19-13,*,25,36,69.44,292,2,1,100.7,1,6,8.11,7.97,1,-1,-1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,73,99%,0,0%,0,0%,,Kirk Cousins,CousKi00
145,138,2020,2020-11-22,10,11,32.095,MIN,,DAL,L 28-31,*,22,30,73.33,314,3,0,140.1,2,9,10.47,12.47,1,4,4.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,64,98%,0,0%,0,0%,,Kirk Cousins,CousKi00
146,139,2020,2020-11-29,11,12,32.102,MIN,,CAR,W 28-27,*,34,45,75.56,307,3,0,115.7,2,16,6.82,8.16,3,19,6.33,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,73,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
147,140,2020,2020-12-06,12,13,32.109,MIN,,JAX,W 27-24,*,28,43,65.12,305,3,1,99.5,4,30,7.09,7.44,3,12,4.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,1,1,0,0,-1,0,91,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
148,141,2020,2020-12-13,13,14,32.116,MIN,@,TAM,L 14-26,*,24,37,64.86,225,1,0,90.5,6,52,6.08,6.62,5,41,8.20,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,2,1,0,1,0,0,79,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
149,142,2020,2020-12-20,14,15,32.123,MIN,,CHI,L 27-33,*,24,35,68.57,271,2,1,98.6,3,22,7.74,7.60,3,25,8.33,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,68,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
150,143,2020,2020-12-25,15,16,32.128,MIN,@,NOR,L 33-52,*,27,41,65.85,291,3,0,110.9,2,17,7.10,8.56,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,64,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
151,144,2020,2021-01-03,16,17,32.137,MIN,@,DET,W 37-35,*,28,40,70.00,405,3,0,127.6,3,22,10.13,11.63,5,1,0.20,1,0,0,0,,0,0.0%,,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,80,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
152,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,2PM,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status,Kirk Cousins,CousKi00
153,145,2021,2021-09-12,1,1,33.024,MIN,@,CIN,L 24-27,*,36,49,73.47,351,2,0,106.8,3,26,7.16,7.98,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,83,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
154,146,2021,2021-09-19,2,2,33.031,MIN,@,ARI,L 33-34,*,22,32,68.75,244,3,0,122.4,1,2,7.63,9.50,2,35,17.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,61,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
155,147,2021,2021-09-26,3,3,33.038,MIN,,SEA,W 30-17,*,30,38,78.95,323,3,0,128.4,1,10,8.50,10.08,1,2,2.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,75,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
156,148,2021,2021-10-03,4,4,33.045,MIN,,CLE,L 7-14,*,20,38,52.63,203,1,1,66.0,2,13,5.34,4.68,2,0,0.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,67,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
157,149,2021,2021-10-10,5,5,33.052,MIN,,DET,W 19-17,*,25,34,73.53,275,1,1,94.6,2,11,8.09,7.35,1,4,4.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,67,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
158,150,2021,2021-10-17,6,6,33.059,MIN,@,CAR,W 34-28,*,33,48,68.75,373,3,0,112.6,0,0,7.77,9.02,2,16,8.00,0,0,0,0,,0,0.0%,,,0,0,0.0,1,0,1,0,0,1,0,0,0,0,0,89,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
159,151,2021,2021-10-31,7,8,33.073,MIN,,DAL,L 16-20,*,23,35,65.71,184,1,0,88.3,1,7,5.26,5.83,3,18,6.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,66,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
160,152,2021,2021-11-07,8,9,33.080,MIN,@,BAL,L 31-34,*,17,28,60.71,187,2,0,104.3,0,0,6.68,8.11,1,1,1.00,1,0,0,0,,0,0.0%,,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,54,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
161,153,2021,2021-11-14,9,10,33.087,MIN,@,LAC,W 27-20,*,25,37,67.57,294,2,0,109.5,2,16,7.95,9.03,4,-3,-0.75,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,79,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
162,154,2021,2021-11-21,10,11,33.094,MIN,,GNB,W 34-31,*,24,35,68.57,341,3,0,128.4,2,23,9.74,11.46,2,-4,-2.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,70,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
163,155,2021,2021-11-28,11,12,33.101,MIN,@,SFO,L 26-34,*,20,32,62.50,238,2,1,93.0,1,6,7.44,7.28,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,55,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
164,156,2021,2021-12-05,12,13,33.108,MIN,@,DET,L 27-29,*,30,40,75.00,340,2,0,116.7,3,14,8.50,9.50,2,6,3.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,76,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
165,157,2021,2021-12-09,13,14,33.112,MIN,,PIT,W 36-28,*,14,31,45.16,216,2,2,63.4,0,0,6.97,5.35,2,14,7.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,70,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
166,158,2021,2021-12-20,14,15,33.123,MIN,@,CHI,W 17-9,*,12,24,50.00,87,2,1,69.3,4,26,3.63,3.42,2,10,5.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,64,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
167,159,2021,2021-12-26,15,16,33.129,MIN,,LAR,L 23-30,*,27,38,71.05,315,1,1,93.6,3,20,8.29,7.63,4,17,4.25,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,3,0,0,1,0,0,63,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
168,160,2021,2022-01-02,16,17,,MIN,@,GNB,L 10-37,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Kirk Cousins,CousKi00
169,161,2021,2022-01-09,17,18,33.143,MIN,,CHI,W 31-17,*,14,22,63.64,250,3,0,142.0,3,23,11.36,14.09,1,-1,-1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,48,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
170,,,125 Games,,,,,,,61-62-2,,2825,4223,66.90,32593,223,91,98.6,241,1768,7.72,7.80,259,836,3.23,17,2,1,-1,-1.00,0,50.0%,-0.50,1,17,104,0.0,1,0,1,0,0,77,32,0,27,-99,0,,,,,,,,Kirk Cousins,CousKi00
