,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring,Scoring,Unnamed: 29_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Off. Snaps,Off. Snaps,Def. Snaps,Def. Snaps,ST Snaps,ST Snaps,Unnamed: 47_level_0,qb,qb_tag
79,76,2007,2007-12-02,12,13,27.340,CIN,@,PIT,L 10-24,*,17,44,38.64,183,0,0,51.6,1,8,4.16,4.16,2,-2,-1.00,0,,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,,,,,,,,Carson Palmer,PalmCa00
80,77,2007,2007-12-09,13,14,27.347,CIN,,STL,W 19-10,*,21,29,72.41,189,0,2,60.8,1,11,6.52,3.41,3,-3,-1.00,0,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,Carson Palmer,PalmCa00
81,78,2007,2007-12-15,14,15,27.353,CIN,@,SFO,L 13-20,*,19,31,61.29,252,1,0,97.8,0,0,8.13,8.77,2,1,0.50,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,,Carson Palmer,PalmCa00
82,79,2007,2007-12-23,15,16,27.361,CIN,,CLE,W 19-14,*,11,21,52.38,115,1,2,44.8,0,0,5.48,2.14,0,0,,0,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,Carson Palmer,PalmCa00
83,80,2007,2007-12-30,16,17,28.003,CIN,@,MIA,W 38-25,*,23,32,71.88,316,3,1,121.4,0,0,9.88,10.34,2,-1,-0.50,0,,0,0,0.0,,,,,,0,0,0,0,0,0,,,,,,,,Carson Palmer,PalmCa00
84,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,2PM,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status,Carson Palmer,PalmCa00
85,81,2008,2008-09-07,1,1,28.255,CIN,@,BAL,L 10-17,*,9,24,37.50,94,0,1,32.3,2,10,3.92,2.04,3,15,5.00,0,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,Carson Palmer,PalmCa00
86,82,2008,2008-09-14,2,2,28.262,CIN,,TEN,L 7-24,*,16,27,59.26,134,0,2,41.3,1,7,4.96,1.63,0,0,,0,,0,0,0.0,0,0,0,,,1,0,0,0,0,0,,,,,,,,Carson Palmer,PalmCa00
87,83,2008,2008-09-21,3,3,28.269,CIN,@,NYG,L 23-26,*,27,39,69.23,286,1,0,98.9,6,41,7.33,7.85,3,23,7.67,0,,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,,,,,,,,Carson Palmer,PalmCa00
88,84,2008,2008-09-28,4,4,,CIN,,CLE,L 12-20,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Carson Palmer,PalmCa00
89,85,2008,2008-10-05,5,5,28.283,CIN,@,DAL,L 22-31,*,23,39,58.97,217,2,1,80.8,2,9,5.56,5.44,0,0,,0,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,Carson Palmer,PalmCa00
90,86,2008,2008-10-12,6,6,,CIN,@,NYJ,L 14-26,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Carson Palmer,PalmCa00
91,87,2008,2008-10-19,7,7,,CIN,,PIT,L 10-38,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Carson Palmer,PalmCa00
92,88,2008,2008-10-26,8,8,,CIN,@,HOU,L 6-35,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Carson Palmer,PalmCa00
93,89,2008,2008-11-02,9,9,,CIN,,JAX,W 21-19,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Carson Palmer,PalmCa00
94,90,2008,2008-11-16,10,11,,CIN,,PHI,T 13-13,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Carson Palmer,PalmCa00
95,91,2008,2008-11-20,11,12,,CIN,@,PIT,L 10-27,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Carson Palmer,PalmCa00
96,92,2008,2008-11-30,12,13,,CIN,,BAL,L 3-34,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Carson Palmer,PalmCa00
97,93,2008,2008-12-07,13,14,,CIN,@,IND,L 3-35,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Carson Palmer,PalmCa00
98,94,2008,2008-12-14,14,15,,CIN,,WAS,W 20-13,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Carson Palmer,PalmCa00
99,95,2008,2008-12-21,15,16,,CIN,@,CLE,W 14-0,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Carson Palmer,PalmCa00
100,96,2008,2008-12-28,16,17,,CIN,,KAN,W 16-6,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Carson Palmer,PalmCa00
101,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,2PM,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status,Carson Palmer,PalmCa00
102,97,2009,2009-09-13,1,1,29.260,CIN,,DEN,L 7-12,*,21,33,63.64,247,0,2,61.0,3,26,7.48,4.76,1,2,2.00,0,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,Carson Palmer,PalmCa00
103,98,2009,2009-09-20,2,2,29.267,CIN,@,GNB,W 31-24,*,15,23,65.22,185,3,2,93.3,2,17,8.04,6.74,2,1,0.50,1,,1,6,0.0,0,0,0,,,1,0,0,0,-2,0,,,,,,,,Carson Palmer,PalmCa00
104,99,2009,2009-09-27,3,3,29.274,CIN,,PIT,W 23-20,*,20,37,54.05,183,1,0,76.7,2,10,4.95,5.49,1,1,1.00,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,,Carson Palmer,PalmCa00
105,100,2009,2009-10-04,4,4,29.281,CIN,@,CLE,W 23-20,*,23,44,52.27,230,2,1,73.1,2,9,5.23,5.11,3,20,6.67,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,,Carson Palmer,PalmCa00
106,101,2009,2009-10-11,5,5,29.288,CIN,@,BAL,W 17-14,*,18,31,58.06,271,1,1,84.2,1,10,8.74,7.94,5,18,3.60,0,,0,0,0.0,0,0,0,,,1,0,0,0,-6,0,,,,,,,,Carson Palmer,PalmCa00
107,102,2009,2009-10-18,6,6,29.295,CIN,,HOU,L 17-28,*,23,35,65.71,259,1,1,85.3,1,9,7.40,6.69,1,2,2.00,0,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,Carson Palmer,PalmCa00
108,103,2009,2009-10-25,7,7,29.302,CIN,,CHI,W 45-10,*,20,24,83.33,233,5,0,146.7,0,0,9.71,13.88,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,,Carson Palmer,PalmCa00
109,104,2009,2009-11-08,8,9,29.316,CIN,,BAL,W 17-7,*,20,33,60.61,224,1,0,91.0,1,1,6.79,7.39,1,10,10.00,0,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,Carson Palmer,PalmCa00
110,105,2009,2009-11-15,9,10,29.323,CIN,@,PIT,W 18-12,*,18,30,60.00,178,0,0,76.8,2,21,5.93,5.93,5,-2,-0.40,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,,Carson Palmer,PalmCa00
111,106,2009,2009-11-22,10,11,29.330,CIN,@,OAK,L 17-20,*,14,22,63.64,207,0,1,75.4,3,36,9.41,7.36,4,7,1.75,2,,2,12,0.0,0,0,0,0,0,2,1,0,1,-4,0,,,,,,,,Carson Palmer,PalmCa00
112,107,2009,2009-11-29,11,12,29.337,CIN,,CLE,W 16-7,*,13,24,54.17,110,1,0,80.2,3,14,4.58,5.42,4,15,3.75,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,,Carson Palmer,PalmCa00
113,108,2009,2009-12-06,12,13,29.344,CIN,,DET,W 23-13,*,17,29,58.62,220,1,2,65.3,2,18,7.59,5.17,5,7,1.40,0,,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,,,,,,,,Carson Palmer,PalmCa00
114,109,2009,2009-12-13,13,14,29.351,CIN,@,MIN,L 10-30,*,15,25,60.00,94,1,0,81.1,1,12,3.76,4.56,4,10,2.50,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,,Carson Palmer,PalmCa00
115,110,2009,2009-12-20,14,15,29.358,CIN,@,SDG,L 24-27,*,27,40,67.50,314,2,1,97.3,2,21,7.85,7.73,1,0,0.00,0,1,0,2,0.0,0,0,0,0,0,1,0,0,1,0,0,,,,,,,,Carson Palmer,PalmCa00
116,111,2009,2009-12-27,15,16,30.000,CIN,,KAN,W 17-10,*,17,25,68.00,139,2,1,91.9,1,9,5.56,5.36,2,2,1.00,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,,Carson Palmer,PalmCa00
117,112,2009,2010-01-03,16,17,30.007,CIN,@,NYJ,L 0-37,*,1,11,9.09,0,0,1,1.7,0,0,0.00,-4.09,0,0,,0,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,Carson Palmer,PalmCa00
118,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,2PM,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status,Carson Palmer,PalmCa00
119,113,2010,2010-09-12,1,1,30.259,CIN,@,NWE,L 24-38,*,34,50,68.00,345,2,1,92.5,1,4,6.90,6.80,4,9,2.25,0,,0,0,0.0,0,0,0,0,0,1,0,0,1,-2,0,,,,,,,,Carson Palmer,PalmCa00
120,114,2010,2010-09-19,2,2,30.266,CIN,,BAL,W 15-10,*,16,35,45.71,167,0,0,60.1,1,8,4.77,4.77,3,-1,-0.33,0,,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,,,,,,,,Carson Palmer,PalmCa00
121,115,2010,2010-09-26,3,3,30.273,CIN,@,CAR,W 20-7,*,19,37,51.35,195,1,2,53.3,1,10,5.27,3.38,5,8,1.60,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,,Carson Palmer,PalmCa00
122,116,2010,2010-10-03,4,4,30.280,CIN,@,CLE,L 20-23,*,25,36,69.44,371,2,0,121.4,4,25,10.31,11.42,1,0,0.00,0,,0,0,0.0,0,0,0,,,2,0,0,0,-1,0,,,,,,,,Carson Palmer,PalmCa00
123,117,2010,2010-10-10,5,5,30.287,CIN,,TAM,L 21-24,*,21,36,58.33,209,2,3,58.7,0,0,5.81,3.17,1,3,3.00,0,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,Carson Palmer,PalmCa00
124,118,2010,2010-10-24,6,7,30.301,CIN,@,ATL,L 32-39,*,36,50,72.00,412,3,0,116.4,3,27,8.24,9.44,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,,Carson Palmer,PalmCa00
125,119,2010,2010-10-31,7,8,30.308,CIN,,MIA,L 14-22,*,17,38,44.74,156,2,1,63.0,0,0,4.11,3.97,3,13,4.33,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,,Carson Palmer,PalmCa00
126,120,2010,2010-11-08,8,9,30.316,CIN,,PIT,L 21-27,*,22,36,61.11,248,2,1,88.7,4,30,6.89,6.75,0,0,,0,,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,Carson Palmer,PalmCa00
127,121,2010,2010-11-14,9,10,30.322,CIN,@,IND,L 17-23,*,31,42,73.81,292,2,3,78.7,3,23,6.95,4.69,0,0,,0,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,Carson Palmer,PalmCa00
128,122,2010,2010-11-21,10,11,30.329,CIN,,BUF,L 31-49,*,19,34,55.88,230,2,2,71.9,0,0,6.76,5.29,2,12,6.00,0,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,Carson Palmer,PalmCa00
129,123,2010,2010-11-25,11,12,30.333,CIN,@,NYJ,L 10-26,*,17,38,44.74,135,1,2,41.0,3,18,3.55,1.71,2,5,2.50,0,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,Carson Palmer,PalmCa00
130,124,2010,2010-12-05,12,13,30.343,CIN,,NOR,L 30-34,*,23,33,69.70,249,1,0,101.7,3,34,7.55,8.15,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,,Carson Palmer,PalmCa00
131,125,2010,2010-12-12,13,14,30.350,CIN,@,PIT,L 7-23,*,20,32,62.50,178,1,3,48.7,3,22,5.56,1.97,2,0,0.00,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,,Carson Palmer,PalmCa00
132,126,2010,2010-12-19,14,15,30.357,CIN,,CLE,W 19-17,*,14,23,60.87,209,0,0,90.7,0,0,9.09,9.09,5,-1,-0.20,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,,Carson Palmer,PalmCa00
133,127,2010,2010-12-26,15,16,30.364,CIN,,SDG,W 34-20,*,16,21,76.19,269,4,0,157.2,0,0,12.81,16.62,2,-1,-0.50,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,,Carson Palmer,PalmCa00
134,128,2010,2011-01-02,16,17,31.006,CIN,@,BAL,L 7-13,*,32,45,71.11,305,1,2,78.5,0,0,6.78,5.22,2,3,1.50,0,,0,0,0.0,0,0,0,0,0,2,1,0,1,-2,0,,,,,,,,Carson Palmer,PalmCa00
135,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,2PM,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status,Carson Palmer,PalmCa00
136,129,2011,2011-10-23,7,7,31.300,OAK,,KAN,L 0-28,,8,21,38.10,116,0,3,17.3,0,0,5.52,-0.90,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,,Carson Palmer,PalmCa00
137,130,2011,2011-11-06,8,9,31.314,OAK,,DEN,L 24-38,*,19,35,54.29,332,3,3,79.7,2,16,9.49,7.34,5,3,0.60,0,,0,0,0.0,0,0,0,0,0,1,0,0,1,-1,0,,,,,,,,Carson Palmer,PalmCa00
138,131,2011,2011-11-10,9,10,31.318,OAK,@,SDG,W 24-17,*,14,20,70.00,299,2,1,125.0,1,1,14.95,14.70,3,-8,-2.67,0,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,,,,,,,,Carson Palmer,PalmCa00
139,132,2011,2011-11-20,10,11,31.328,OAK,@,MIN,W 27-21,*,17,23,73.91,164,1,0,107.9,4,25,7.13,8.00,3,5,1.67,1,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,,Carson Palmer,PalmCa00
140,133,2011,2011-11-27,11,12,31.335,OAK,,CHI,W 25-20,*,21,37,56.76,301,0,1,72.0,4,33,8.14,6.92,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,,Carson Palmer,PalmCa00
141,134,2011,2011-12-04,12,13,31.342,OAK,@,MIA,L 14-34,*,20,41,48.78,273,2,1,76.6,2,15,6.66,6.54,1,2,2.00,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,,Carson Palmer,PalmCa00
142,135,2011,2011-12-11,13,14,31.349,OAK,@,GNB,L 16-46,*,24,42,57.14,247,1,4,42.6,1,7,5.88,2.07,2,12,6.00,0,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,Carson Palmer,PalmCa00
143,136,2011,2011-12-18,14,15,31.356,OAK,,DET,L 27-28,*,32,40,80.00,367,1,0,113.2,3,22,9.18,9.68,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,,Carson Palmer,PalmCa00
144,137,2011,2011-12-24,15,16,31.362,OAK,@,KAN,W 16-13,*,16,26,61.54,237,1,2,72.1,0,0,9.12,6.42,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,,Carson Palmer,PalmCa00
145,138,2011,2012-01-01,16,17,32.005,OAK,,SDG,L 26-38,*,28,43,65.12,417,2,1,102.6,0,0,9.70,9.58,2,6,3.00,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,,Carson Palmer,PalmCa00
146,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,2PM,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status,Carson Palmer,PalmCa00
147,139,2012,2012-09-10,1,1,32.258,OAK,,SDG,L 14-22,*,32,46,69.57,297,1,0,94.2,3,21,6.46,6.89,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,72,100%,0,0%,0,0%,,Carson Palmer,PalmCa00
148,140,2012,2012-09-16,2,2,32.264,OAK,@,MIA,L 13-35,*,24,48,50.00,373,1,1,74.4,0,0,7.77,7.25,2,7,3.50,0,,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,65,100%,0,0%,0,0%,,Carson Palmer,PalmCa00
149,141,2012,2012-09-23,3,3,32.271,OAK,,PIT,W 34-31,*,24,34,70.59,209,3,1,103.7,1,7,6.15,6.59,2,5,2.50,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,57,100%,0,0%,0,0%,,Carson Palmer,PalmCa00
150,142,2012,2012-09-30,4,4,32.278,OAK,@,DEN,L 6-37,*,19,34,55.88,202,0,0,73.4,3,21,5.94,5.94,0,0,,0,,0,0,0.0,0,0,0,,,1,0,0,0,0,0,55,100%,0,0%,0,0%,,Carson Palmer,PalmCa00
151,143,2012,2012-10-14,5,6,32.292,OAK,@,ATL,L 20-23,*,23,33,69.70,353,1,1,102.2,3,28,10.70,9.94,0,0,,0,,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,73,100%,0,0%,0,0%,,Carson Palmer,PalmCa00
152,144,2012,2012-10-21,6,7,32.299,OAK,,JAX,W 26-23,*,26,46,56.52,298,1,1,74.4,2,16,6.48,5.93,6,14,2.33,1,,1,6,0.0,0,0,0,0,0,2,1,0,1,0,0,78,100%,0,0%,0,0%,,Carson Palmer,PalmCa00
153,145,2012,2012-10-28,7,8,32.306,OAK,@,KAN,W 26-16,*,14,28,50.00,209,2,1,83.8,0,0,7.46,7.29,1,-1,-1.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,63,100%,0,0%,0,0%,,Carson Palmer,PalmCa00
154,146,2012,2012-11-04,8,9,32.313,OAK,,TAM,L 32-42,*,39,61,63.93,414,4,3,85.0,2,16,6.79,5.89,1,3,3.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,81,100%,0,0%,0,0%,,Carson Palmer,PalmCa00
155,147,2012,2012-11-11,9,10,32.320,OAK,@,BAL,L 20-55,*,29,45,64.44,368,2,1,95.4,3,18,8.18,8.07,1,0,0.00,0,,0,0,0.0,0,0,0,,,1,1,0,0,-3,0,69,92%,0,0%,0,0%,,Carson Palmer,PalmCa00
156,148,2012,2012-11-18,10,11,32.327,OAK,,NOR,L 17-38,*,22,40,55.00,312,2,2,76.2,3,28,7.80,6.55,1,2,2.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,73,100%,0,0%,0,0%,,Carson Palmer,PalmCa00
157,149,2012,2012-11-25,11,12,32.334,OAK,@,CIN,L 10-34,*,19,34,55.88,146,1,1,64.1,4,27,4.29,3.56,0,0,,0,,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,61,100%,0,0%,0,0%,,Carson Palmer,PalmCa00
158,150,2012,2012-12-02,12,13,32.341,OAK,,CLE,L 17-20,*,34,54,62.96,351,2,1,86.3,1,7,6.50,6.41,1,3,3.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,73,100%,0,0%,0,0%,,Carson Palmer,PalmCa00
159,151,2012,2012-12-06,13,14,32.345,OAK,,DEN,L 13-26,*,19,30,63.33,273,2,1,101.1,1,10,9.10,8.93,1,-1,-1.00,0,,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,51,100%,0,0%,0,0%,,Carson Palmer,PalmCa00
160,152,2012,2012-12-16,14,15,32.355,OAK,,KAN,W 15-0,*,18,29,62.07,182,0,0,80.0,0,0,6.28,6.28,2,4,2.00,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,74,96%,0,0%,0,0%,,Carson Palmer,PalmCa00
161,153,2012,2012-12-23,15,16,32.362,OAK,@,CAR,L 6-17,*,3,3,100.00,31,0,0,109.7,0,0,10.33,10.33,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,8,13%,0,0%,0,0%,,Carson Palmer,PalmCa00
162,154,2012,2012-12-30,16,17,,OAK,@,SDG,L 21-24,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Carson Palmer,PalmCa00
163,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,2PM,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status,Carson Palmer,PalmCa00
164,155,2013,2013-09-08,1,1,33.255,ARI,@,STL,L 24-27,*,26,40,65.00,327,2,1,96.6,4,23,8.18,8.05,0,0,,0,,0,0,0.0,0,0,0,,,2,1,0,0,0,0,71,100%,0,0%,0,0%,,Carson Palmer,PalmCa00
165,156,2013,2013-09-15,2,2,33.262,ARI,,DET,W 25-21,*,22,39,56.41,248,1,1,73.5,1,4,6.36,5.72,2,-2,-1.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,71,100%,0,0%,0,0%,,Carson Palmer,PalmCa00
166,157,2013,2013-09-22,3,3,33.269,ARI,@,NOR,L 7-31,*,18,35,51.43,187,0,2,43.4,4,26,5.34,2.77,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,58,100%,0,0%,0,0%,,Carson Palmer,PalmCa00
167,158,2013,2013-09-29,4,4,33.276,ARI,@,TAM,W 13-10,*,21,38,55.26,248,1,2,62.2,1,8,6.53,4.68,4,6,1.50,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,62,100%,0,0%,0,0%,,Carson Palmer,PalmCa00
